0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41,1.38,1.39,1.41,1.41,1.41,1.33,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.35,1.37,1.38,1.38,1.37
1.41,1.37,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.38,1.41,1.41,1.37,1.41,1.39,1.41,1.41,1.41
1.41,1.27,1.41,1.30,1.41,1.41,1.41,1.20,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.37,1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.32,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41
1.41,1.40,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.41,1.37,1.41,1.40,1.40,1.39
1.37,1.39,1.41,1.41,1.41,1.41,1.41,1.28,1.41,1.41,1.41,1.41,1.33,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.41
1.41,1.39,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.28,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.36,1.38,1.40
1.37,1.34,1.38,1.41,1.41,1.39,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.40,1.41,1.41,1.41,1.40,1.41,1.41,1.37,1.41,1.41,1.41,1.40,1.39,1.39
1.39,1.40,1.39,1.41,1.41,1.41,1.37,1.37,1.41,1.40,1.37,1.41,1.41,1.40,1.34,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.39
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.25,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.26,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.25,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.33,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.41
1.41,1.39,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.35,1.41,1.17,1.41,1.41,1.41,1.40,1.41,1.41,1.36,1.41,1.41,1.41,1.27,1.40,1.21
1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.39,1.29,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.39,1.39,1.41,1.38,1.41,1.41,1.36
1.41,1.40,1.39,1.41,1.41,1.27,1.36,1.41,1.41,1.41,1.41,1.41,1.39,1.35,1.37,1.41,1.40,1.41,1.41,1.40,1.40,1.41,1.41,1.41,1.36,1.41,1.41,1.38,1.40,1.31
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.36,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.41,1.32,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.34,1.37,1.40,1.41,1.41,1.41,1.41,1.41,1.31,1.37,1.35,1.41,1.41,1.41,1.26,1.41,1.39,1.41,1.39,1.39,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.40,1.40,1.39
1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41
1.41,1.31,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.33,1.41,1.41,1.39,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.26,1.41,1.41,1.41,1.41,1.38,1.37,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.33,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41
1.39,1.41,1.41,1.41,1.41,1.30,1.40,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.33,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.38,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.34,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.32
1.39,1.34,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.39,1.39,1.39,1.39,1.37,1.41,1.41,1.41,1.38,1.37,1.39,1.36
1.41,1.39,1.36,1.41,1.41,1.41,1.39,1.41,1.41,1.34,1.41,1.41,1.35,1.37,1.41,1.41,1.25,1.41,1.41,1.34,1.40,1.41,1.41,1.35,1.35,1.41,1.41,1.28,1.38,1.11
1.41,1.41,1.41,1.41,1.41,1.30,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.38,1.39,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.33,1.41,1.38
1.41,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.38,1.37,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.38,1.41,1.41,1.41,1.35,1.41,1.41,1.41
1.39,1.39,1.41,1.41,1.41,1.39,1.35,1.41,1.29,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41,1.39,1.26,1.41,1.41,1.41,1.39,1.41,1.28,1.34,1.41,1.34,1.41
1.41,1.37,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.40,1.41,1.41,1.38,1.28,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.38,1.37,1.41,1.38,1.41,1.41,1.39,1.41,1.33
1.41,1.40,1.40,1.41,1.41,1.36,1.36,1.41,1.41,1.41,1.41,1.41,1.39,1.36,1.41,1.41,1.41,1.41,1.41,1.39,1.39,1.41,1.41,1.40,1.39,1.41,1.39,1.40,1.40,1.39
1.41,1.32,1.40,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.37,1.39,1.41,1.41,1.36,1.41,1.41,1.41,1.40,1.41,1.38,1.41,1.41,1.41,1.41,1.40,1.40,1.35
1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.34,1.35,1.41,1.41,1.41,1.37,1.29,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41
1.39,1.39,1.26,1.41,1.41,1.37,1.39,1.41,1.41,1.37,1.41,1.36,1.41,1.41,1.41,1.41,1.34,1.41,1.36,1.41,1.40,1.34,1.41,1.41,1.31,1.41,1.36,1.40,1.40,1.39
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.34,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.34,1.38,1.41,1.41,1.41
1.41,1.37,1.36,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.37,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.37,1.39,1.41,1.39,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.30,1.41,1.41,1.39,1.41,1.41,1.39,1.39,1.41,1.37,1.41,1.39,1.41,1.41,1.41
1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.34,1.20,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.41,1.34,1.41,1.38,1.41,1.39,1.38,1.41,1.41,1.41,1.38,1.41,1.41,1.41
1.36,1.38,1.40,1.41,1.41,1.41,1.38,1.32,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.37,1.36,1.41,1.41,1.41,1.41,1.41,1.38,1.39,1.36,1.38
1.41,1.41,1.39,1.41,1.41,1.41,1.39,1.34,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.36,1.38,1.38,1.38,1.41,1.41,1.39,1.41,1.36,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41
1.41,1.41,1.41,1.37,1.41,1.07,1.37,1.41,1.39,1.41,1.41,1.41,1.41,1.32,1.23,1.41,1.41,1.41,1.41,1.39,1.33,1.41,1.41,1.41,1.41,1.41,1.37,1.41,1.41,1.41
1.39,1.41,1.41,1.41,1.41,1.41,1.36,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41
1.41,1.37,1.40,1.41,1.41,1.41,1.39,1.41,1.41,1.40,1.41,1.41,1.41,1.39,1.41,1.41,1.35,1.41,1.41,1.38,1.35,1.41,1.41,1.41,1.37,1.41,1.41,1.39,1.40,1.34
1.41,1.40,1.37,1.41,1.41,1.37,1.39,1.33,1.41,1.41,1.34,1.41,1.41,1.41,1.38,1.41,1.40,1.41,1.41,1.38,1.37,1.41,1.37,1.41,1.41,1.41,1.41,1.40,1.41,1.40
1.41,1.41,1.41,1.41,1.41,1.37,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.38,1.32,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.39,1.34,1.41,1.41,1.36,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.39,1.41,1.41,1.39,1.41,1.41,1.41,1.40,1.41,1.41,1.41,1.38,1.41,1.41,1.36,1.40,1.35
1.41,1.35,1.39,1.41,1.41,1.37,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.34,1.41,1.39,1.41,1.41,1.39,1.41,1.41,1.37,1.39,1.36,1.38
1.41,1.41,1.41,1.41,1.41,1.41,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.39,1.41,1.41,1.41,1.41,1.41,1.35,1.41,1.41,1.41
